FFL_num	FFL_XYZ	ave	reg	XY	XZ	YZ
000100110: 713 83 1	YER044C YPL075W YLR403W	121.948666667	?|+|+	143.582	129.673	92.591
000100110: 715 293 59	YNL241C YDL020C YPR086W	71.891	binding enriched|binding enriched|+	48.011	83.88	83.782
000100110: 715 293 55	YNL241C YDL020C YER159C	73.3306666667	binding enriched|binding enriched|+	91.833	44.377	83.782
000100110: 715 293 1	YNL241C YDL020C YLR403W	125.532	?|+|+	160.367	132.447	83.782
000100110: 715 83 55	YNL241C YPL075W YER159C	83.2723333333	binding enriched|binding enriched|+	101.218	44.377	104.222
000100110: 715 83 12	YNL241C YPL075W YLR071C	93.3176666667	binding enriched|binding enriched|+	84.381	91.35	104.222
000100110: 715 83 1	YNL241C YPL075W YLR403W	126.750333333	?|+|+	143.582	132.447	104.222
000100110: 715 55 1	YNL241C YER159C YLR403W	89.2273333333	?|+|binding enriched	90.858	132.447	44.377
000100110: 716 90 75	YCR043C YER040W YIL131C	44.2206666667	binding enriched|binding enriched|binding enriched	27.871	46.39	58.401
000100110: 716 90 44	YCR043C YER040W YDR259C	88.465	binding enriched|binding enriched|binding enriched	105.949	101.045	58.401
000100110: 717 287 33	YML129C YGR104C YGR252W	53.3816666667	binding enriched|binding enriched|binding enriched	42.159	60.836	57.15
000100110: 717 12 10	YML129C YLR071C YIL101C	43.9423333333	binding enriched|binding enriched|binding enriched	36.168	32.075	63.584
000100110: 717 10 287	YML129C YIL101C YGR104C	45.014	binding enriched|binding enriched|binding enriched	45.817	57.15	32.075
000100110: 717 10 218	YML129C YIL101C YDR463W	61.7986666667	binding enriched|binding enriched|binding enriched	84.72	68.601	32.075
000100110: 717 10 59	YML129C YIL101C YPR086W	42.086	binding enriched|binding enriched|binding enriched	61.746	32.437	32.075
000100110: 717 10 33	YML129C YIL101C YGR252W	49.5636666667	binding enriched|binding enriched|binding enriched	55.78	60.836	32.075
000100110: 719 156 40	YMR195W YDR207C YDL005C	85.5853333333	binding enriched|binding enriched|binding enriched	110.681	103.556	42.519
000100110: 719 116 29	YMR195W YNL236W YDL170W	76.325	binding enriched|binding enriched|-	53.412	77.977	97.586
000100110: 719 70 33	YMR195W YNL330C YGR252W	73.4003333333	binding enriched|binding enriched|binding enriched	57.795	72.135	90.271
000100110: 719 55 1	YMR195W YER159C YLR403W	98.52	?|?|binding enriched	90.858	115.321	89.381
000100110: 719 29 1	YMR195W YDL170W YLR403W	115.624	?|?|binding enriched	153.574	115.321	77.977
000100110: 719 18 40	YMR195W YPL254W YDL005C	73.736	binding enriched|binding enriched|binding enriched	102.533	103.556	15.119
000100110: 722 10 75	YNR020C YIL101C YIL131C	45.3216666667	binding enriched|binding enriched|binding enriched	15.768	63.041	57.156
000100110: 723 81 40	YLR308W YJL127C YDL005C	131.347666667	binding enriched|binding enriched|?	82.494	170.797	140.752
000100110: 723 44 81	YLR308W YDR259C YJL127C	125.343333333	?|?|binding enriched	111.077	140.752	124.201
000100110: 723 23 81	YLR308W YOR110W YJL127C	120.989333333	?|?|binding enriched	64.848	140.752	157.368
000100110: 725 180 277	YKR059W YCR084C YIL036W	72.4846666667	+|+|+	37.974	95.701	83.779
000100110: 725 180 83	YKR059W YCR084C YPL075W	66.9276666667	+|+|+	47.301	69.703	83.779
000100110: 725 180 49	YKR059W YCR084C YNL216W	81.3063333333	+|+|+	84.077	76.063	83.779
000100110: 725 175 1	YKR059W YGL073W YLR403W	131.142666667	?|+|+	99.523	183.848	110.057
000100110: 725 83 1	YKR059W YPL075W YLR403W	132.377666667	?|+|+	143.582	183.848	69.703
000100110: 725 49 31	YKR059W YNL216W YBR049C	88.3713333333	binding enriched|+|+	94.046	95.005	76.063
000100110: 725 25 31	YKR059W YOL148C YBR049C	100.033666667	binding enriched|+|+	117.416	95.005	87.68
000100110: 725 1 180	YKR059W YLR403W YCR084C	132.085	binding enriched|+|+	128.628	83.779	183.848
000100110: 725 1 31	YKR059W YLR403W YBR049C	132.437666667	binding enriched|+|+	118.46	95.005	183.848
000100110: 726 1151 75	YJL088W YML099C YIL131C	69.0993333333	binding enriched|binding enriched|-	63.513	53.541	90.244
000100110: 726 1151 12	YJL088W YML099C YLR071C	78.8226666667	binding enriched|binding enriched|-	74.951	71.273	90.244
000100110: 726 387 55	YJL088W YGR116W YER159C	68.477	binding enriched|binding enriched|binding enriched	58.751	56.502	90.178
000100110: 726 334 182	YJL088W YMR042W YBR081C	80.595	binding enriched|binding enriched|-	64.014	85.712	92.059
000100110: 726 334 10	YJL088W YMR042W YIL101C	69.094	binding enriched|binding enriched|-	65.067	50.156	92.059
000100110: 726 282 143	YJL088W YOL004W YDR392W	99.47	binding enriched|binding enriched|-	126.156	107.096	65.158
000100110: 726 282 12	YJL088W YOL004W YLR071C	70.1643333333	binding enriched|binding enriched|-	74.062	71.273	65.158
000100110: 726 170 31	YJL088W YPR133C YBR049C	92.7953333333	binding enriched|binding enriched|binding enriched	73.165	99.612	105.609
000100110: 726 156 75	YJL088W YDR207C YIL131C	85.657	binding enriched|binding enriched|-	94.409	53.541	109.021
000100110: 726 156 20	YJL088W YDR207C YPR104C	89.8893333333	binding enriched|binding enriched|-	54.89	105.757	109.021
000100110: 726 143 75	YJL088W YDR392W YIL131C	86.223	binding enriched|binding enriched|binding enriched	98.032	53.541	107.096
000100110: 726 143 10	YJL088W YDR392W YIL101C	83.546	binding enriched|binding enriched|binding enriched	93.386	50.156	107.096
000100110: 726 31 182	YJL088W YBR049C YBR081C	69.294	binding enriched|binding enriched|binding enriched	22.558	85.712	99.612
000100110: 726 31 143	YJL088W YBR049C YDR392W	105.780333333	binding enriched|binding enriched|binding enriched	110.633	107.096	99.612
000100110: 726 31 38	YJL088W YBR049C YBR112C	77.767	binding enriched|binding enriched|binding enriched	23.365	110.324	99.612
000100110: 726 14 75	YJL088W YDR397C YIL131C	87.8263333333	binding enriched|binding enriched|binding enriched	101.091	53.541	108.847
000100110: 726 12 10	YJL088W YLR071C YIL101C	52.5323333333	binding enriched|binding enriched|binding enriched	36.168	50.156	71.273
000100110: 726 10 156	YJL088W YIL101C YDR207C	81.61	-|-|binding enriched	85.653	109.021	50.156
000100110: 726 10 75	YJL088W YIL101C YIL131C	39.8216666667	binding enriched|binding enriched|binding enriched	15.768	53.541	50.156
000100110: 726 10 33	YJL088W YIL101C YGR252W	64.206	binding enriched|binding enriched|binding enriched	55.78	86.682	50.156
000100110: 727 46 77	YPR081C YLR176C YMR037C	108.273666667	binding enriched|binding enriched|binding enriched	157.539	18.44	148.842
000100110: 728 173 10	YFR040W YML007W YIL101C	52.0816666667	binding enriched|binding enriched|-	63.256	59.014	33.975
000100110: 729 282 173	YGL125W YOL004W YML007W	68.4826666667	binding enriched|binding enriched|binding enriched	27.267	93.22	84.961
000100110: 729 173 8	YGL125W YML007W YDR253C	96.823	bound|bound|binding enriched	114.914	82.335	93.22
000100110: 729 173 1	YGL125W YML007W YLR403W	120.562333333	?|+|binding enriched	173.848	94.619	93.22
000100110: 729 156 173	YGL125W YDR207C YML007W	99.3946666667	binding enriched|binding enriched|binding enriched	113.714	93.22	91.25
000100110: 729 53 173	YGL125W YNL103W YML007W	79.0066666667	binding enriched|binding enriched|?	104.128	93.22	39.672
000100110: 729 53 23	YGL125W YNL103W YOR110W	55.9433333333	binding enriched|binding enriched|?	52.768	75.39	39.672
000100110: 729 23 173	YGL125W YOR110W YML007W	89.6986666667	binding enriched|binding enriched|binding enriched	100.486	93.22	75.39
000100110: 729 23 1	YGL125W YOR110W YLR403W	107.25	-|+|binding enriched	151.741	94.619	75.39
000100110: 730 175 1	YBR286W YGL073W YLR403W	79.8013333333	?|+/-|+	99.523	71.026	68.855
000100110: 732 156 20	YOR327C YDR207C YPR104C	83.5396666667	binding enriched|binding enriched|binding enriched	54.89	115.42	80.309
000100110: 732 10 156	YOR327C YIL101C YDR207C	83.3056666667	-|binding enriched|binding enriched	85.653	80.309	83.955
000100110: 733 905 31	YHL047C YBL103C YBR049C	49.831	binding enriched|binding enriched|-	40.533	40.0	68.96
000100110: 733 44 81	YHL047C YDR259C YJL127C	106.148333333	?|?|binding enriched	111.077	101.152	106.216
000100110: 733 44 10	YHL047C YDR259C YIL101C	84.9873333333	binding enriched|binding enriched|binding enriched	88.913	59.833	106.216
000100110: 733 10 218	YHL047C YIL101C YDR463W	88.5463333333	binding enriched|-|binding enriched	84.72	121.086	59.833
000100110: 735 173 8	YNL221C YML007W YDR253C	90.8003333333	bound|bound|binding enriched	114.914	63.458	94.029
000100110: 735 77 53	YNL221C YMR037C YNL103W	67.9333333333	?|?|binding enriched	99.046	27.668	77.086
000100110: 735 77 8	YNL221C YMR037C YDR253C	71.1363333333	bound|bound|binding enriched	72.865	63.458	77.086
000100110: 735 53 173	YNL221C YNL103W YML007W	75.275	binding enriched|binding enriched|?	104.128	94.029	27.668
000100110: 735 31 59	YNL221C YBR049C YPR086W	72.7606666667	binding enriched|binding enriched|binding enriched	57.992	71.664	88.626
000100110: 735 31 38	YNL221C YBR049C YBR112C	67.969	binding enriched|binding enriched|binding enriched	23.365	91.916	88.626
000100110: 736 277 59	YIR038C YIL036W YPR086W	64.985	binding enriched|binding enriched|-	86.461	78.953	29.541
000100110: 736 23 81	YIR038C YOR110W YJL127C	69.7743333333	?|?|binding enriched	64.848	57.844	86.631
000100110: 737 156 97	YGL153W YDR207C YOR174W	81.5033333333	binding enriched|binding enriched|binding enriched	58.534	80.413	105.563
000100110: 737 44 10	YGL153W YDR259C YIL101C	81.0473333333	binding enriched|binding enriched|binding enriched	88.913	50.785	103.444
000100110: 737 10 156	YGL153W YIL101C YDR207C	80.667	-|binding enriched|binding enriched	85.653	105.563	50.785
000100110: 737 10 1	YGL153W YIL101C YLR403W	83.3996666667	+|-|binding enriched	117.219	82.195	50.785
000100110: 737 3 1	YGL153W YDR423C YLR403W	93.0236666667	?|-|-	109.627	82.195	87.249
000100110: 738 213 33	YPL004C YGL071W YGR252W	86.2913333333	binding enriched|binding enriched|+	49.151	119.932	89.791
000100110: 739 517 1	YCL027W YLR418C YLR403W	108.689	?|-|+	11.635	157.037	157.395
000100110: 739 293 33	YCL027W YDL020C YGR252W	76.6423333333	binding enriched|binding enriched|+	99.142	100.245	30.54
000100110: 739 293 1	YCL027W YDL020C YLR403W	115.981333333	?|-|+	160.367	157.037	30.54
000100110: 739 23 1	YCL027W YOR110W YLR403W	136.397333333	-|-|binding enriched	151.741	157.037	100.414
000100110: 739 10 33	YCL027W YIL101C YGR252W	68.1556666667	binding enriched|binding enriched|binding enriched	55.78	100.245	48.442
000100110: 739 10 1	YCL027W YIL101C YLR403W	107.566	+|-|binding enriched	117.219	157.037	48.442
000100110: 740 143 75	YLR099W-A YDR392W YIL131C	69.5776666667	binding enriched|binding enriched|binding enriched	98.032	8.505	102.196
000100110: 741 1571 18	YGR027W-A YGR044C YPL254W	70.6973333333	+|+|-	83.88	98.879	29.333
000100110: 741 180 277	YGR027W-A YCR084C YIL036W	27.9903333333	+|+|+	37.974	10.575	35.422
000100110: 741 180 49	YGR027W-A YCR084C YNL216W	70.9456666667	+|-|+	84.077	93.338	35.422
000100110: 741 143 49	YGR027W-A YDR392W YNL216W	101.18	binding enriched|-|+	70.975	93.338	139.227
000100110: 741 141 25	YGR027W-A YBR083W YOL148C	87.2186666667	+|+|+	99.129	104.191	58.336
000100110: 741 141 18	YGR027W-A YBR083W YPL254W	66.136	+|+|+	41.193	98.879	58.336
000100110: 741 49 31	YGR027W-A YNL216W YBR049C	79.9226666667	binding enriched|-|-	94.046	52.384	93.338
000100110: 741 31 143	YGR027W-A YBR049C YDR392W	100.748	binding enriched|+|-	110.633	139.227	52.384
000100110: 741 31 18	YGR027W-A YBR049C YPL254W	67.6573333333	binding enriched|+|-	51.709	98.879	52.384
000100110: 741 25 31	YGR027W-A YOL148C YBR049C	91.3303333333	binding enriched|-|+	117.416	52.384	104.191
000100110: 742 143 75	YJL065C YDR392W YIL131C	87.716	binding enriched|binding enriched|binding enriched	98.032	57.491	107.625
000100110: 743 55 1	YJR096W YER159C YLR403W	94.9943333333	?|-|binding enriched	90.858	140.511	53.614
000100110: 743 44 81	YJR096W YDR259C YJL127C	77.8966666667	?|?|binding enriched	111.077	32.146	90.467
000100110: 744 137 31	YNL185C YIR018W YBR049C	83.2493333333	binding enriched|binding enriched|binding enriched	73.114	84.464	92.17
000100110: 744 10 75	YNL185C YIL101C YIL131C	36.0536666667	binding enriched|binding enriched|binding enriched	15.768	48.694	43.699
000100110: 745 180 277	YJL012C YCR084C YIL036W	55.298	+|+|+	37.974	55.224	72.696
000100110: 745 180 83	YJL012C YCR084C YPL075W	71.931	+|+|+	47.301	95.796	72.696
000100110: 745 180 49	YJL012C YCR084C YNL216W	77.4293333333	+|+|+	84.077	75.515	72.696
000100110: 745 175 10	YJL012C YGL073W YIL101C	58.899	binding enriched|binding enriched|+	31.343	62.666	82.688
000100110: 745 83 287	YJL012C YPL075W YGR104C	90.6293333333	binding enriched|binding enriched|+	72.736	103.356	95.796
000100110: 745 83 10	YJL012C YPL075W YIL101C	75.2546666667	binding enriched|binding enriched|+	67.302	62.666	95.796
000100110: 745 10 287	YJL012C YIL101C YGR104C	70.613	binding enriched|binding enriched|binding enriched	45.817	103.356	62.666
000100110: 747 83 33	YDR353W YPL075W YGR252W	86.246	binding enriched|binding enriched|+	91.427	75.573	91.738
000100110: 747 83 10	YDR353W YPL075W YIL101C	84.6163333333	binding enriched|binding enriched|+	67.302	94.809	91.738
000100110: 747 83 1	YDR353W YPL075W YLR403W	116.462333333	?|?|+	143.582	114.067	91.738
000100110: 747 29 1	YDR353W YDL170W YLR403W	108.087666667	?|?|binding enriched	153.574	114.067	56.622
000100110: 747 10 59	YDR353W YIL101C YPR086W	77.539	binding enriched|binding enriched|binding enriched	61.746	76.062	94.809
000100110: 747 10 33	YDR353W YIL101C YGR252W	75.3873333333	binding enriched|binding enriched|binding enriched	55.78	75.573	94.809
000100110: 747 10 1	YDR353W YIL101C YLR403W	108.698333333	+|?|binding enriched	117.219	114.067	94.809
000100110: 748 70 77	YDR182W-A YNL330C YMR037C	84.397	binding enriched|binding enriched|binding enriched	106.891	64.552	81.748
000100110: 748 70 44	YDR182W-A YNL330C YDR259C	55.6753333333	binding enriched|binding enriched|binding enriched	63.684	21.594	81.748
000100110: 749 180 277	YBR249C YCR084C YIL036W	62.4136666667	+|+|+	37.974	85.838	63.429
000100110: 749 180 83	YBR249C YCR084C YPL075W	62.4013333333	+|+|+	47.301	76.474	63.429
000100110: 749 180 49	YBR249C YCR084C YNL216W	80.202	+|+|+	84.077	93.1	63.429
000100110: 749 175 23	YBR249C YGL073W YOR110W	87.9193333333	binding enriched|binding enriched|+	94.158	112.062	57.538
000100110: 749 175 1	YBR249C YGL073W YLR403W	75.2363333333	?|+|+	99.523	68.648	57.538
000100110: 749 83 1	YBR249C YPL075W YLR403W	96.2346666667	?|+|+	143.582	68.648	76.474
000100110: 749 49 31	YBR249C YNL216W YBR049C	79.299	binding enriched|+|+	94.046	50.751	93.1
000100110: 749 23 81	YBR249C YOR110W YJL127C	91.8876666667	?|+|binding enriched	64.848	98.753	112.062
000100110: 749 23 1	YBR249C YOR110W YLR403W	110.817	-|+|binding enriched	151.741	68.648	112.062
000100110: 749 1 180	YBR249C YLR403W YCR084C	86.9016666667	binding enriched|+|+	128.628	63.429	68.648
000100110: 749 1 31	YBR249C YLR403W YBR049C	79.2863333333	binding enriched|+|+	118.46	50.751	68.648
000100110: 750 248 20	YBL104C YJR127C YPR104C	78.586	binding enriched|binding enriched|binding enriched	68.879	95.928	70.951
000100110: 750 20 44	YBL104C YPR104C YDR259C	93.7676666667	binding enriched|binding enriched|binding enriched	65.067	120.308	95.928
000100110: 751 173 40	YHR042W YML007W YDL005C	34.396	binding enriched|binding enriched|binding enriched	13.486	48.365	41.337
000100110: 751 173 10	YHR042W YML007W YIL101C	52.1426666667	binding enriched|binding enriched|binding enriched	63.256	51.835	41.337
000100110: 751 97 173	YHR042W YOR174W YML007W	89.809	binding enriched|binding enriched|binding enriched	118.245	41.337	109.845
000100110: 751 10 75	YHR042W YIL101C YIL131C	43.0176666667	binding enriched|binding enriched|binding enriched	15.768	61.45	51.835
000100110: 752 173 10	YOL043C YML007W YIL101C	57.8703333333	binding enriched|binding enriched|binding enriched	63.256	51.144	59.211
000100110: 752 173 1	YOL043C YML007W YLR403W	131.328666667	?|-|binding enriched	173.848	160.927	59.211
000100110: 752 97 173	YOL043C YOR174W YML007W	81.4436666667	binding enriched|binding enriched|binding enriched	118.245	59.211	66.875
000100110: 752 49 97	YOL043C YNL216W YOR174W	48.298	binding enriched|binding enriched|-	33.924	66.875	44.095
000100110: 752 44 49	YOL043C YDR259C YNL216W	70.054	binding enriched|-|binding enriched	75.83	44.095	90.237
000100110: 752 44 10	YOL043C YDR259C YIL101C	76.7646666667	binding enriched|binding enriched|binding enriched	88.913	51.144	90.237
000100110: 752 10 77	YOL043C YIL101C YMR037C	55.81	binding enriched|binding enriched|binding enriched	65.223	51.063	51.144
000100110: 752 10 75	YOL043C YIL101C YIL131C	44.0133333333	binding enriched|binding enriched|binding enriched	15.768	65.128	51.144
000100110: 752 10 1	YOL043C YIL101C YLR403W	109.763333333	+|-|binding enriched	117.219	160.927	51.144
000100110: 754 90 75	YBR132C YER040W YIL131C	61.5523333333	binding enriched|binding enriched|binding enriched	27.871	66.719	90.067
000100110: 754 90 1	YBR132C YER040W YLR403W	106.089333333	?|-|binding enriched	131.349	96.852	90.067
000100110: 754 59 97	YBR132C YPR086W YOR174W	86.2886666667	binding enriched|binding enriched|binding enriched	80.566	110.649	67.651
000100110: 755 311 75	YLR043C YDR123C YIL131C	80.01	binding enriched|binding enriched|binding enriched	91.064	30.996	117.97
000100110: 755 311 44	YLR043C YDR123C YDR259C	93.599	binding enriched|binding enriched|binding enriched	37.517	125.31	117.97
000100110: 755 311 33	YLR043C YDR123C YGR252W	94.3893333333	binding enriched|binding enriched|binding enriched	92.041	73.157	117.97
000100110: 755 187 75	YLR043C YBR240C YIL131C	55.667	binding enriched|binding enriched|-	54.809	30.996	81.196
000100110: 755 187 33	YLR043C YBR240C YGR252W	62.0396666667	binding enriched|binding enriched|-	31.766	73.157	81.196
000100110: 755 187 1	YLR043C YBR240C YLR403W	91.7523333333	?|+|-	70.038	124.023	81.196
000100110: 755 164 44	YLR043C YOR028C YDR259C	99.3833333333	binding enriched|binding enriched|-	95.821	125.31	77.019
000100110: 755 164 1	YLR043C YOR028C YLR403W	122.555333333	-|+|-	166.624	124.023	77.019
000100110: 756 143 75	YDR054C YDR392W YIL131C	91.042	binding enriched|binding enriched|binding enriched	98.032	90.025	85.069
000100110: 757 425 10	YMR045C YKL112W YIL101C	55.4706666667	binding enriched|binding enriched|+	61.651	62.923	41.838
